"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.313192910877877,-0.0452261177454098,4.15935561956564,6.39562398697534e-05,0.000160369697350789,1.33538328067122
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.325508131058991,-0.0517336227808933,4.15340744779452,6.54075494447069e-05,0.000160369697350789,1.31429503770353
"KEGG_PYRUVATE_METABOLISM",-0.340806527846966,-0.0256567479696471,-4.15292190471271,6.5527403218602e-05,0.000160369697350789,1.31257458609712
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",-0.304803533165919,-0.015321526906406,-4.02687827301393,0.000104907078813854,0.000251046040740408,0.870906623728577
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.385076482499999,-0.0514457833712986,4.02592504592902,0.000105277371923397,0.000251046040740408,0.867604362880888
"KEGG_FOLATE_BIOSYNTHESIS",-0.376857929305982,-0.0133419993161526,-4.01788566601419,0.000108450501502889,0.000255339155437182,0.839776451283384
"KEGG_SMALL_CELL_LUNG_CANCER",0.286458423451415,-0.0512226850165274,3.80969875934179,0.000230846060661117,0.000536717091037098,0.133623132857281
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.249350543721278,-0.0478593540019997,3.77028393244493,0.000265547796493034,0.000609776421576596,0.00312748055905132
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",-0.349423472379086,-0.0272451869299828,-3.74968063052581,0.00028560664191526,0.000647839456051688,-0.0646737797440897
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",-0.330508325596012,-0.0442121168691323,-3.69805230157967,0.000342381006296836,0.000767263459894115,-0.233317849788611
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",-0.459121020318993,-0.0215012800500315,-3.66334206039704,0.000386400966334313,0.000855602139740265,-0.345683641135047
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.161700701841884,-0.0458717089162402,3.5219905178343,0.000627335352278356,0.00137275735910323,-0.794712634258356
"KEGG_ASTHMA",-0.390849051987056,-0.0412108887274254,-3.47302823265284,0.000739760754318389,0.00159994767794442,-0.946996685818207
"KEGG_ADHERENS_JUNCTION",0.256494574822148,-0.0464932081585864,3.41680291856144,0.000892195064269379,0.00190745151671384,-1.1197722750376
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.295324406334232,-0.044992148789518,3.36473414268673,0.00105925984918911,0.00223889013578607,-1.27775472672351
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.242215381813338,-0.0422596640779929,3.27855216514521,0.00140168913169131,0.00292937279207398,-1.53491921736978
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.211687169309185,-0.026210477607793,3.2271056147231,0.00165284382005107,0.00341587722810555,-1.68583634504216
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",-0.379880323813316,-0.0462188197901633,-3.21445507810887,0.00172073212506984,0.00351710082706582,-1.7226461601549
"KEGG_ACUTE_MYELOID_LEUKEMIA",0.230991188392824,-0.0485498690341409,3.15102131701655,0.00210209700782533,0.00424989177669035,-1.90542172741094
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.250247704426593,-0.0482672917150458,3.1320488150369,0.00223060130087515,0.00446120260175031,-1.95950187352889
"KEGG_ENDOMETRIAL_CANCER",0.228143900669799,-0.0457412145992333,3.10064825172697,0.00245942582366909,0.00486652343832394,-2.04841030530248
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.248650756703862,-0.0485471671062756,3.09449627260468,0.00250673374604157,0.00490792080803929,-2.0657416729999
"KEGG_CELL_ADHESION_MOLECULES_CAMS",-0.269660810886541,-0.0259031993349643,-3.06403222777627,0.00275368375264638,0.00533526227075235,-2.15114082591874
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",-0.191166010965687,-0.0178853587375592,-3.03997139364995,0.00296444979663247,0.00568440888838804,-2.21808936823794
"KEGG_GRAFT_VERSUS_HOST_DISEASE",-0.400864849010996,-0.0470933760321551,-3.00655430042588,0.00328198772994934,0.00618646547313387,-2.31033481440916
"KEGG_COLORECTAL_CANCER",0.233530835075852,-0.0502462270405945,3.0054702635046,0.00329279613892609,0.00618646547313387,-2.31331282922503
"KEGG_ABC_TRANSPORTERS",-0.201450079863049,-0.020341852017058,-2.9657646721692,0.00371207702665651,0.00690446326958111,-2.42176444518975
"KEGG_BLADDER_CANCER",0.212032240698139,-0.0437201556118148,2.95070999239193,0.00388352774396279,0.00715184317205028,-2.46256523416402
"KEGG_JAK_STAT_SIGNALING_PATHWAY",-0.202944684201623,-0.0339020117934295,-2.9013456246417,0.00449816659572712,0.00820253908632592,-2.59511188319539
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",-0.188979978027825,-0.0452512325430378,-2.89025986420248,0.00464795055994044,0.00839338644804778,-2.62461566005918
"KEGG_PARKINSONS_DISEASE",0.263012714038366,-0.0497674245048817,2.88246941866626,0.00475593478423418,0.00850580644103421,-2.64529149058392
"KEGG_NON_SMALL_CELL_LUNG_CANCER",0.197670009467727,-0.0493881369317407,2.87550356659023,0.00485443356473446,0.00859928231467247,-2.66373842497334
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",-0.229389016247188,-0.0199655838544209,-2.84835661189132,0.00525641355002922,0.00922351811608901,-2.73526383438405
"KEGG_WNT_SIGNALING_PATHWAY",0.176813835542278,-0.0352553572627881,2.84370887255845,0.00532821641808743,0.0092621332127501,-2.74745109427728
"KEGG_PEROXISOME",-0.254995135250847,-0.0260344146830392,-2.74258724024839,0.00713028403708544,0.0122799336194249,-3.00835747425292
"KEGG_GLYCEROLIPID_METABOLISM",-0.150192950244881,-0.0241875970402155,-2.71131223294328,0.00779087956306512,0.013265902316969,-3.08739239401231
"KEGG_AUTOIMMUNE_THYROID_DISEASE",-0.310645294362855,-0.00627133608412392,-2.70883877112677,0.00784542610143328,0.013265902316969,-3.09360940336807
"KEGG_PATHWAYS_IN_CANCER",0.173342117032408,-0.0373924562096358,2.68548609593369,0.00837776935951376,0.0140384243321582,-3.15206208580562
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.152045105843995,-0.0321213191552062,2.64761456705979,0.00931103594587462,0.0154629704101132,-3.24591532842176
"KEGG_INSULIN_SIGNALING_PATHWAY",0.144867143719123,-0.042305576867454,2.63829227958999,0.00955474113328068,0.0157272730158425,-3.26883870844548
"KEGG_PANCREATIC_CANCER",0.207596430871601,-0.0451539792756536,2.63318212598723,0.00969076506345607,0.0158112482614283,-3.28137440428814
"KEGG_RENAL_CELL_CARCINOMA",0.209490342802416,-0.0452975749753676,2.6168514934351,0.0101372712806511,0.01639593441914,-3.32129187719952
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.269001566407895,-0.0393941552249415,2.55721385418486,0.0119298932069786,0.0190267299874695,-3.46520673783189
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.186100641866521,-0.0276596342047465,2.55602291246735,0.0119684269276018,0.0190267299874695,-3.46805082510276
"KEGG_P53_SIGNALING_PATHWAY",0.159273601696813,-0.0512378940922984,2.50165496842067,0.0138511211463201,0.0218331231628436,-3.59663589088784
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",-0.149980031523717,-0.0287262044006848,-2.4108591744734,0.0175916921631895,0.0274962583391029,-3.80588031270372
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.164749661262804,-0.0345408045653285,2.37596568114495,0.0192527392144228,0.0298417457823554,-3.88445072490887
"KEGG_TIGHT_JUNCTION",0.13321355672455,-0.0373945354096699,2.31534655438174,0.0224707783445223,0.0345418576205054,-4.01849380454328
"KEGG_CALCIUM_SIGNALING_PATHWAY",-0.139275873904688,-0.00680795078368611,-2.31131244421398,0.0227008626760563,0.0346095119487416,-4.0273031279008
"KEGG_SULFUR_METABOLISM",-0.171215682176159,-0.03599038204435,-2.28968651863624,0.0239700155924717,0.0362473406520303,-4.07429073446247
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",-0.177928556156267,-0.0395018060462067,-2.26612211467658,0.0254235631452375,0.0380024422774311,-4.12503416747935
"KEGG_GLIOMA",0.153861923100456,-0.0450343816171435,2.26429745834335,0.02553927572408,0.0380024422774311,-4.12894349372855
"KEGG_PROSTATE_CANCER",0.150673236755065,-0.0470742897152998,2.17445615262064,0.0318382404126742,0.0469993072758524,-4.31787801683663
"KEGG_VEGF_SIGNALING_PATHWAY",0.133852597985752,-0.0443041998495962,2.16253945588906,0.0327677771246045,0.0479906027179247,-4.34241358079203
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",-0.181553968147577,-0.054069254281586,-2.1083420610119,0.0372984760057214,0.0541993479458139,-4.45244067501802
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.131557723856127,-0.0546181787867805,-2.03437797389052,0.0443471053482051,0.0639423379439236,-4.59844358298801
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.124359174538227,-0.0554754921786607,2.01990516559693,0.0458522384217074,0.0656039718956737,-4.62644864536796
"KEGG_ALLOGRAFT_REJECTION",-0.270915084792009,-0.0506437633353011,-1.99687102394103,0.0483376430541683,0.0686320733440862,-4.67063780545841
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.151484499847976,-0.0203324982042457,1.9732490861621,0.0510047130814129,0.071870277523809,-4.71546594751766
"KEGG_ERBB_SIGNALING_PATHWAY",0.129515847002447,-0.0384273676190641,1.91412680016492,0.0582325810441417,0.0814380456707545,-4.82548680425569
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.112287902411071,-0.0415995937744706,1.88596280894029,0.0619682978141127,0.086015696965858,-4.87679865959389
"KEGG_GNRH_SIGNALING_PATHWAY",0.118598982192518,-0.0351547379904346,1.86623600499009,0.0647029598140522,0.0891463001882497,-4.91231504144263
"KEGG_GAP_JUNCTION",0.131787678405537,-0.0350941542413709,1.86036614116314,0.0655359125672991,0.0896299980699826,-4.9228156899185
"KEGG_O_GLYCAN_BIOSYNTHESIS",-0.134864584174774,-0.010392219628183,-1.84322879041109,0.0680191863764625,0.0923472165403068,-4.95329537363611
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",-0.137735754542853,0.0144430357978886,-1.82553099563954,0.0706655183347572,0.0952448290598901,-4.98449395996198
"KEGG_MAPK_SIGNALING_PATHWAY",0.110131916330268,-0.0303415929811817,1.80600080007033,0.0736846433627038,0.0982529441775363,-5.01859447818626
"KEGG_TYPE_I_DIABETES_MELLITUS",-0.222818350341152,-0.0367640713284964,-1.80429191597649,0.0739538289508338,0.0982529441775363,-5.02156184836183
"KEGG_STEROID_BIOSYNTHESIS",0.19932062873937,-0.0388769212946091,1.75012209045937,0.0829180767109218,0.109381292682493,-5.11425224825123
"KEGG_LEISHMANIA_INFECTION",-0.182561223135013,-0.0492342964802288,-1.72099255752284,0.0880963563616728,0.115393818896276,-5.16299301518047
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.144097157303323,-0.0457672737028004,1.71275467391084,0.0896078221476316,0.116552831604612,-5.17663664498466
"KEGG_LONG_TERM_POTENTIATION",0.107487966226696,-0.0277045002405443,1.58419597787781,0.11605331942113,0.149902204252293,-5.38149627925408
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.122369509806287,-0.0250673542913502,1.56212930064101,0.121163357935289,0.155423341903198,-5.41512900805452
"KEGG_PRIMARY_IMMUNODEFICIENCY",-0.187429240860827,-0.0524107458197384,-1.55038028563924,0.123956025616898,0.157916580580432,-5.43285230286479
"KEGG_FOCAL_ADHESION",0.117861085515874,-0.0349952756946839,1.54600757151918,0.125008304685769,0.158173773275871,-5.43941584709348
"KEGG_TYPE_II_DIABETES_MELLITUS",-0.0897183561680204,-0.027650302057078,-1.35704480014915,0.177577311030217,0.223171485483922,-5.70603026502424
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.116938914158935,-0.0471713351408824,1.33622314553982,0.184265976013069,0.230023298915643,-5.73336116295212
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",-0.103422663075708,-0.0452212774376289,-1.30060479798624,0.196143482019798,0.24321791770455,-5.77916635674868
"KEGG_MELANOGENESIS",0.0680100639869105,-0.0334437330920465,1.15643229355731,0.250038801830844,0.307994815500245,-5.9522879893465
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",-0.100731338668415,-0.0452752239675198,-1.13610120160061,0.2584119908331,0.316214672993135,-5.97510914467047
"KEGG_GLUTATHIONE_METABOLISM",-0.0737572420302838,-0.0408735472744149,-1.1091618148133,0.269807491611588,0.328001264312126,-6.00473912272918
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.0934289847797359,-0.039390615453493,1.064970315773,0.289248506241848,0.349352091954439,-6.05183857125669
"KEGG_APOPTOSIS",0.0700776473589687,-0.0491450575699194,0.969735778175808,0.334330339277895,0.399236031148177,-6.14695831391698
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",-0.0726466043889336,-0.0424536486765534,-0.968703089165008,0.334843122898471,0.399236031148177,-6.14794185031562
"KEGG_DILATED_CARDIOMYOPATHY",-0.0696813553244617,-0.0243276945086255,-0.860731318028397,0.391279995342069,0.463535807350943,-6.24508188631034
"KEGG_AXON_GUIDANCE",0.0594980083935744,-0.0328457390147181,0.856225119572473,0.39375622344865,0.463535807350943,-6.24889039457343
"KEGG_ECM_RECEPTOR_INTERACTION",-0.0727850896293701,-0.0365399221299707,-0.847338043377208,0.398667925886002,0.466366252923248,-6.25634369533456
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.0565957279722754,-0.0293610683973246,0.75536690402323,0.451661994604072,0.525057068727234,-6.32896516611729
"KEGG_VIRAL_MYOCARDITIS",-0.0675096762713624,-0.0400920898131532,-0.745186492180661,0.457766699922118,0.528101720954483,-6.33649708224211
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.0551365073536407,-0.0486902024823139,0.741548501839017,0.459959563411969,0.528101720954483,-6.33916409816624
"KEGG_TGF_BETA_SIGNALING_PATHWAY",-0.0465573511597794,-0.0454832503911634,-0.698321823282789,0.486466735364237,0.55510928084508,-6.36986439645467
"KEGG_LONG_TERM_DEPRESSION",0.0382208151239054,-0.0314800114720451,0.62850463372009,0.530991407526988,0.602221962195242,-6.41558977044618
"KEGG_BASAL_CELL_CARCINOMA",0.0361851718366533,-0.0350782043999809,0.583092438936661,0.561038460362691,0.632443355317943,-6.44276733171701
"KEGG_SPHINGOLIPID_METABOLISM",0.0386060698372573,-0.0425799044567258,0.564012750385216,0.573906933426987,0.643052347092889,-6.45358192310337
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",-0.0375196184112982,-0.0252178525341015,-0.555726860326986,0.57953924940724,0.645474852633214,-6.45816708794008
"KEGG_GALACTOSE_METABOLISM",-0.0376666039071939,-0.0265429764748741,-0.529378770012103,0.597621852581939,0.661652765358575,-6.47229886126822
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",-0.0314946587043539,-0.0364217662847341,-0.482612293926996,0.630341223539485,0.693748328865942,-6.49570020237029
